word feq
herbart 5
herbert 7024
herbicidal 7
herbicide 174
herbicides 121
herbivore 289
herbivores 484
herbivorous 54
herbs 5821
herculaneum 234
herculean 168
hercules 14498
herd 13060
herded 701
herder 746
herders 452
herding 801
herds 2375
herdsman 133
herdsmen 133
here 3
hereabout 175
hereabouts 782
hereafter 2831
hereafters 1
hereby 12891
hereditary 2471
heredity 379
hereford 642
herefords 102
herein 1038
hereinafter 101
hereof 61
hereon 174
herero 27
heresies 195
heresy 2356
heretic 2047
heretical 491
heretics 1463
hereto 883
heretofore 351
hereunto 9
hereupon 14
herewith 630
heriberto 87
heritable 31
heritage 6390
heritages 32
herman 8745
hermandad 200
hermaphrodite 596
hermaphrodites 229
hermaphroditic 118
hermaphroditus 1
hermes 2200
hermetic 178
hermetical 1
hermetically 344
herminia 82
hermit 2686
hermitage 567
hermitages 29
hermite 2
hermits 266
hermosillo 58
hernandez 3211
hernia 1862
hernial 6
hernias 95
herniate 74
herniated 237
herniates 10
herniating 85
herniation 115
hero 110762
herod 1693
herodotus 284
heroes 30552
heroic 10022
heroically 719
heroics 1656
heroin 21297
heroine 4734
heroines 559
heroins 17
heroism 2483
heron 920
herons 222
herpes 3495
herpetologist 83
herpetologists 12
herpetology 54
herr 24051
herrera 873
herrick 564
herring 3738
herringbone 155
herrings 479
hers 28951
herschel 503
herself 104062
hersey 4
hershel 1693
hershey 1214
hertz 1079
hertzsprung 5
herzegovina 151
herzl 75
hes 6823
heshvan 1
hesiod 67
hesitance 62
hesitancy 135
hesitant 1537
hesitantly 77
hesitate 13464
hesitated 2597
hesitates 615
hesitating 1647
hesitatingly 20
hesitation 4759
hesitations 237
hesperus 92
hess 1775
hesse 760
hessian 267
hester 1895
heston 842
hetero 693
heterodox 13
heterodoxy 9
heterogeneity 3
heterogeneous 61
heterogeneously 3
heteros 88
heterosexual 2086
heterosexuality 148
heterosexually 35
heterosexuals 199
hettie 208
heurich 1
heuristic 122
heuristically 2
heuristics 55
hew 263
hewed 56
hewer 10
hewers 17
hewing 25
hewitt 1341
hewlett 687
hews 17
hex 2356
hexadecimal 57
hexadecimals 2
hexagon 382
hexagonal 269
hexagons 67
hexagram 101
hexagrams 9
hexameter 25
hexameters 18
hexed 331
hexes 210
hexing 46
hey 3163248
heyday 593
heydays 25
heyerdahl 138
heywood 1513
hezbollah 1008
hezekiah 279
hf 269
hfc 12
hg 1453
hgt 2
hgwy 1
hhhh 20
hhonors 1
hhs 153
hi 4
hialeah 213
hiatus 746
hiatuses 3
hiawatha 181
hibachi 278
hibachis 9
hibernate 510
hibernated 119
hibernates 52
hibernating 772
hibernation 1861
hibernator 21
hibernators 18
hibernia 15
hibernian 69
hibiscus 507
hibiscuses 8
hiccough 32
hiccoughed 2
hiccoughing 4
hiccoughs 10
hiccup 5018
hiccuped 12
hiccuping 95
hiccups 2075
hick 2720
hickey 2255
hickeys 341
hickman 601
hickok 967
hickories 4
hickory 1355
hicks 8842
hid 27757
hidden 61821
hide 157973
hideaway 1169
hideaways 68
hidebound 46
hided 102
hideous 9728
hideously 481
hideousness 89
hideout 5203
hideouts 422
hider 93
hiders 26
hides 8863
hiding 107285
hidings 19
hie 404
hied 9
hieing 1
hiep 4
hierarchic 76
hierarchical 252
hierarchically 9
hierarchies 178
hierarchy 2060
hieroglyph 114
hieroglyphic 302
hieroglyphics 1029
hieroglyphs 547
hieronymus 189
hies 49
higashiosaka 1
higgins 7806
high 2
highball 853
highballs 113
highborn 536
highboy 24
highboys 4
highbrow 465
highbrows 50
highchair 123
highchairs 41
higher 60206
highers 33
highest 27808
highfalutin 260
highhanded 84
highhandedly 8
highhandedness 5
highland 2752
highlander 941
highlanders 603
highlands 1943
highlight 3598
highlighted 1399
highlighter 143
highlighters 52
highlighting 399
highlights 3036
highly 43014
highness 47050
highroad 66
highroads 11
highs 1263
hightail 738
hightailed 338
hightailing 139
hightails 88
highway 27123
highwayman 426
highwaymen 167
highways 2271
hijack 2810
hijacked 4181
hijacker 677
hijackers 1333
hijacking 2259
hijackings 225
hijacks 194
hike 11016
hiked 686
hiker 809
hikers 917
hikes 493
hiking 4675
hilario 116
hilarious 14347
hilariously 174
hilariousness 6
hilarity 256
hilary 4291
hilbert 326
hilda 4253
hildebrand 219
hilfiger 196
hilgenfeld 1
hill 67016
hillary 4433
hillbillies 906
hillbilly 3266
hillel 300
hillier 361
hilliest 4
hilliness 1
hillock 166
hillocks 39
hills 31248
hillside 2075
hillsides 226
hilltop 941
hilltops 93
hilly 1942
hilt 1566
hilton 5117
hilts 797
him 2
himalaya 199
himalayan 550
himalayas 2430
himmler 2920
hims 89
himself 285681
hinayana 5
hind 2639
hindemith 11
hindenburg 874
hinder 1538
hindered 457
hindering 426
hinders 196
hindi 3928
hindmost 103
hindquarter 64
hindquarters 265
hindrance 817
hindrances 73
hinds 362
hindsight 1834
hindu 4603
hinduism 299
hinduisms 1
hindus 1891
hindustan 594
hindustani 234
hindustanis 2
hines 1201
hing 1040
hinge 1270
hinged 351
hinges 3396
hinging 63
hings 27
hint 14418
hinted 1075
hinter 40
hinterland 138
hinterlands 99
hinters 1
hinting 1291
hinton 277
hints 2682
hip 22498
hipbath 2
hipbaths 1
hipbone 59
hipbones 22
hiphuggers 1
hipness 25
hipparchus 35
hipped 108
hipper 171
hippest 256
hippie 5441
hippies 2942
hipping 13
hippo 2590
hippocrates 272
hippocratic 542
hippodrome 332
hippodromes 2
hippopotamus 941
hippopotamuses 54
hippos 782
hippy 1879
hips 10080
hipster 1053
hipsters 550
hiram 970
hire 44113
hired 61393
hireling 61
hirelings 69
hires 2558
hiring 10626
hirobumi 54
hirohito 421
hiroshi 3212
hiroshima 3441
hirsch 1901
hirsute 96
hirsuteness 1
his 2
hispanic 2216
hispanics 364
hispaniola 270
hiss 2077
hissed 221
hisses 2010
hissing 4337
hist 114
histamine 159
histamines 56
histogram 22
histograms 6
histologist 2
histologists 1
histology 184
historian 2691
historians 1843
historic 8023
historical 10717
historically 2256
historicity 6
histories 2421
historiographer 3
historiographers 2
historiography 14
history 172316
histrionic 106
histrionically 1
histrionics 258
hit 495761
hitachi 126
hitch 8066
hitchcock 2670
hitched 3251
hitcher 68
hitchers 36
hitches 340
hitchhike 1137
hitchhiked 456
hitchhiker 1209
hitchhikers 840
hitchhikes 44
hitchhiking 1336
hitching 953
hither 2353
hitherto 618
hitler 32275
hitlers 219
hits 41194
hitter 2439
hitters 1033
hitting 41674
hittite 260
hittites 299
hiv 509
hive 6064
hived 9
hives 2026
hiving 7
hiya 14987
hjmorales 1
hks 53
hm 49372
hmm 262421
hmo 867
hmong 937
hms 917
hntb 1
ho 80447
hoagie 556
hoagies 161
hoard 1187
hoarded 290
hoarder 516
hoarders 268
hoarding 1473
hoardings 100
hoards 230
hoarfrost 20
hoarier 1
hoariest 2
hoariness 1
hoarse 946
hoarsely 77
hoarseness 41
hoarser 2
hoarsest 6
hoary 81
hoax 4476
hoaxed 27
hoaxer 19
hoaxers 23
hoaxes 220
hoaxing 13
hob 509
hoban 132
hobart 1089
hobbes 2862
hobbies 4287
hobbit 5103
hobbits 4260
hobble 440
hobbled 329
hobbler 11
hobblers 1
hobbles 49
hobbling 304
hobbs 6523
hobby 13820
hobbyhorse 83
hobbyhorses 34
hobbyist 213
hobbyists 102
hobgoblin 203
hobgoblins 131
hobnail 52
hobnailed 38
hobnailing 1
hobnails 14
hobnob 314
hobnobbed 37
hobnobbing 222
hobnobs 112
hobo 2886
hobos 731
hobs 61
hock 2097
hocked 426
hockey 16580
hocking 233
hockney 573
hocks 272
hockshop 62
hockshops 4
hod 253
hodge 1944
hodgepodge 217
hodgepodges 1
hodges 4447
hodgkin 11
hods 9
hoe 1657
hoecake 29
hoecakes 56
hoed 64
hoedown 637
hoedowns 29
hoeing 225
hoer 11
hoers 1
hoes 974
hoff 631
hoffa 1016
hoffman 5483
hofstadter 700
hog 7763
hogan 4622
hogans 55
hogarth 859
hogback 4
hogbacks 1
hogged 136
hoggie 47
hogging 1188
hoggish 22
hoggishly 1
hogs 3114
hogshead 56
hogsheads 11
hogtie 86
hogtied 133
hogties 1
hogtying 2
hogwarts 3205
hogwash 889
hohenlohe 4
hohenstaufen 14
hohenzollern 46
hohhot 1
hohokam 2
hoick 15
hoicked 1
hoicking 4
hoicks 8
hoist 3659
hoisted 811
hoisting 312
hoists 87
hoke 695
hoked 4
hokes 5
hokey 811
hokier 5
hokiest 1
hoking 9
hokkaido 1441
hokum 296
hokusai 59
holbein 277
holcomb 372
hold 784542
holdall 91
holdalls 1
holden 6711
holder 4847
holders 1418
holding 126753
holdings 3399
holdout 319
holdouts 212
holdover 109
holdovers 21
holds 29794
holdup 2985
holdups 275
hole 113504
holed 4098
holes 30564
holey 200
holiday 42569
holidayed 30
holidaying 153
holidaymaker 16
holidaymakers 101
holidays 17926
holier 397
holiest 878
holiness 9237
holing 259
holism 20
holistic 641
holistically 9
holland 10019
hollander 1021
hollanders 73
hollands 52
holler 6896
hollered 721
hollering 1792
hollerith 6
hollers 462
holley 590
hollie 119
hollies 80
hollis 5521
hollow 11710
holloway 2932
hollowed 432
hollower 1
hollowest 2
hollowing 37
hollowly 14
hollowness 98
hollows 484
holly 27077
hollyhock 66
hollyhocks 102
hollywood 36793
holman 633
holmes 26083
holmium 2
holocaust 3348
holocausts 47
holocene 34
hologram 3248
holograms 845
holograph 102
holographic 2040
holographs 60
holography 43
hols 188
holst 538
holstein 257
holsteins 49
holster 2881
holstered 162
holstering 15
holsters 211
holt 7048
holy 151974
hom 353
homage 3274
homages 27
hombre 2418
hombres 750
homburg 192
homburgs 10
home 1432765
homebodies 37
homebody 197
homeboy 3154
homeboys 931
homecare 51
homecoming 7204
homecomings 54
homed 117
homegrown 690
homeland 15245
homelands 188
homeless 21869
homelessness 340
homelier 15
homeliest 41
homelike 42
homeliness 13
homely 1343
homemade 6653
homemaker 598
homemakers 92
homemaking 64
homeopath 51
homeopathic 333
homeopaths 7
homeopathy 157
homeostasis 195
homeostatic 8
homeowner 632
homeowners 835
homepage 440
homepages 9
homer 18609
homered 57
homeric 86
homering 1
homeroom 1693
homerooms 53
homers 264
homes 32574
homeschooling 276
homesick 3797
homesickness 228
homespun 437
homestead 1226
homesteaded 60
homesteader 72
homesteaders 317
homesteading 44
homesteads 123
homestretch 222
homestretches 1
homestyle 59
hometown 8415
hometowns 189
homeward 646
homewards 60
homewood 77
homework 32262
homeworker 2
homeworkers 1
homeworking 2
homey 5154
homeyness 3
homeys 686
homicidal 3600
homicide 29911
homicides 3112
homier 63
homiest 3
homiletic 1
homilies 106
homily 320
homing 3055
hominid 212
hominids 176
hominy 215
homo 6866
homoerotic 240
homogeneity 36
homogeneous 89
homogeneously 1
homogenization 4
homogenize 11
homogenized 134
homogenizes 17
homogenizing 14
homograph 1
homographs 1
homologous 20
homonym 94
homonyms 34
homophobia 460
homophobic 1311
homophone 43
homophones 10
homos 1438
homosexual 7794
homosexuality 2280
homosexuals 2794
hon 23229
honcho 940
honchos 139
honda 3045
honduran 183
hondurans 28
honduras 994
hone 1258
honecker 378
honed 831
honer 22
honers 1
hones 94
honest 138785
honester 9
honestest 7
honestly 74591
honesty 15227
honey 3
honeybee 555
honeybees 324
honeycomb 610
honeycombed 125
honeycombing 1
honeycombs 51
honeydew 350
honeydews 14
honeyed 311
honeying 66
honeylocust 1
honeyman 37
honeymoon 24293
honeymooned 173
honeymooner 30
honeymooners 494
honeymooning 322
honeymoons 211
honeypot 458
honeypots 18
honeys 1183
honeysuckle 739
honeysuckles 20
honeywell 378
hong 36839
honiara 8
honing 537
honk 4121
honked 356
honker 161
honkers 135
honkies 394
honking 7291
honks 4313
honky 1752
honolulu 2883
honor 177409
honorable 15437
honorableness 9
honorably 1334
honorarily 1
honorarium 176
honorariums 4
honorary 2793
honored 21024
honoree 96
honorees 43
honorer 1
honorers 1
honorific 151
honorifics 157
honoring 2501
honors 7598
hons 41
honshu 62
hoo 12445
hooch 2941
hood 30618
hooded 1920
hooding 5
hoodlum 1629
hoodlums 2042
hoodoo 766
hoodooed 6
hoodooing 1
hoodoos 4
hoodride 1
hoods 2442
hoodwink 243
hoodwinked 418
hoodwinking 62
hoodwinks 20
hooey 736
hoof 2737
hoofed 149
hoofer 251
hoofers 60
hoofing 141
hoofs 415
hook 55743
hooka 13
hookah 353
hookahnites 1
hookahs 28
hooke 478
hooked 21979
hooker 17933
hookers 7155
hooking 5274
hooks 6748
hookup 1298
hookups 400
hookworm 86
hookworms 75
hooky 1858
hooligan 1606
hooliganism 352
hooligans 2117
hoop 3497
hooped 23
hooper 3866
hooping 37
hoopla 578
hoops 3435
hooray 10400
hoosegow 344
hoosegows 5
hoosier 280
hoosiers 121
hoot 3388
hooted 73
hootenannies 35
hootenanny 330
hooter 565
hooters 1583
hooting 1409
hoots 564
hoover 6748
hoovered 112
hoovering 215
hoovers 92
hooves 2254
hop 27342
hope 586987
hoped 30498
hopeful 5042
hopefully 30293
hopefulness 66
hopefuls 274
hopeless 18858
hopelessly 2972
hopelessness 892
hopes 28606
hopewell 528
hopi 410
hoping 95542
hopis 43
hopkins 4914
hopped 2971
hopper 6006
hoppers 322
hopping 3332
hops 1284
hopscotch 649
hopscotched 9
hopscotches 1
hopscotching 22
hora 695
horace 6548
horacio 532
horas 53
horatio 5665
horde 2215
horded 15
hordes 1651
hording 35
horehound 24
horehounds 1
horizon 11140
horizons 2330
horizontal 2884
horizontally 595
horizontals 34
hormel 150
hormonal 1657
hormone 2964
hormones 6503
hormuz 85
horn 42208
hornblende 9
hornblower 1268
hornby 196
horne 1370
horned 887
hornet 3487
hornets 921
hornier 256
horniest 137
hornless 23
hornlike 2
hornpipe 116
hornpipes 1
horns 13316
horny 13548
horologic 1
horological 5
horologist 6
horologists 1
horology 12
horoscope 2773
horoscopes 685
horowitz 1310
horrendous 2032
horrendously 88
horrible 79350
horribleness 26
horribly 5196
horrid 4454
horridly 42
horrific 4279
horrifically 171
horrified 2623
horrifies 122
horrify 195
horrifying 3098
horrifyingly 51
horror 19635
horrors 4447
horse 147429
horseback 3812
horsebox 41
horseboxes 2
horsed 64
horseflesh 246
horseflies 99
horsefly 200
horsehair 257
horsehide 61
horselaugh 26
horselaughs 1
horseless 226
horseman 3436
horsemanship 199
horsemen 2932
horseplay 451
horsepower 3257
horseradish 673
horseradishes 1
horses 67412
horseshit 4084
horseshoe 1349
horseshoed 2
horseshoeing 7
horseshoes 778
horsetail 45
horsetails 12
horsetrading 2
horsewhip 165
horsewhipped 178
horsewhipping 32
horsewhips 5
horsewoman 182
horsewomen 3
horsey 1355
horsier 1
horsiest 1
horsing 735
hortatory 10
horthy 47
horticultural 225
horticulturalist 41
horticulturalists 6
horticulture 370
horticulturist 117
horticulturists 10
horton 4318
horus 1208
hos 2320
hosanna 825
hosannas 81
hose 10946
hosea 203
hosed 647
hosepipe 60
hosepipes 4
hoses 1788
hoshi 2088
hosier 6
hosiers 1
hosiery 184
hosing 375
hosp 51
hospice 1938
hospices 92
hospitable 1670
hospitably 12
hospital 243645
hospitality 10018
hospitalization 466
hospitalizations 59
hospitalize 183
hospitalized 2934
hospitalizes 5
hospitalizing 96
hospitals 13366
hoss 3811
host 28815
hostage 28201
hostages 20352
hosted 1569
hostel 3542
hosteled 1
hosteler 1
hostelers 3
hosteling 2
hostelries 4
hostelry 62
hostels 307
hostess 6331
hostessed 4
hostesses 675
hostessing 84
hostetler 558
hostile 15338
hostilely 12
hostiles 2820
hostilities 1254
hostility 3848
hosting 4604
hostler 30
hostlers 29
hosts 3749
hot 323552
hotbed 456
hotbeds 36
hotblooded 9
hotbox 137
hotboxes 9
hotcake 32
hotcakes 543
hotel 181509
hotelier 105
hoteliers 30
hotels 11133
hotfoot 171
hotfooted 23
hotfooting 48
hotfoots 10
hothead 1510
hotheaded 447
hotheadedly 1
hotheadedness 2
hotheads 280
hothouse 351
hothouses 33
hotlink 4
hotlinks 41
hotly 230
hotmail 123
hotmilk 1
hotness 751
hotplate 132
hotplates 19
hotpoint 11
hotpot 3
hotpots 5
hots 2161
hotshot 4550
hotshots 482
hotted 21
hottentot 243
hottentots 106
hotter 9116
hottest 8598
hotting 102
houdini 3917
houlihan 608
hound 7463
hounded 1039
hounding 1257
hounds 3429
hour 290393
hourglass 1629
hourglasses 37
houri 43
houris 17
hourly 1497
hours 402145
house 989547
houseboat 1061
houseboats 62
housebound 117
houseboy 618
houseboys 38
housebreak 73
housebreaker 50
housebreakers 23
housebreaking 163
housebreaks 9
housebroke 48
housebroken 482
houseclean 2
housecleaned 1
housecleaning 353
housecleans 1
housecoat 241
housecoats 28
housed 1916
houseflies 52
housefly 160
houseful 384
housefuls 4
household 13528
householder 142
householders 21
households 1097
househusband 104
househusbands 14
housekeeper 8444
housekeepers 502
housekeeping 4368
houselights 109
housemaid 975
housemaids 249
houseman 670
housemaster 234
housemasters 6
housemate 206
housemates 293
housemen 21
housemistress 11
housemistresses 1
housemother 238
housemothers 38
houseparent 1
houseparents 1
houseplant 85
houseplants 57
houseproud 1
houseroom 6
houses 44101
housetop 84
housetops 31
housewares 163
housewarming 1667
housewarmings 13
housewife 4974
housewifely 7
housewives 3393
housework 2312
housing 10830
housings 156
housman 74
houston 24626
houyhnhnm 37
hov 61092
hove 476
hovel 807
hovels 171
hover 2842
hovercraft 669
hovercrafts 107
hovered 406
hovering 3276
hovers 482
hovhaness 1
how 5137077
howard 43618
howards 829
howbeit 25
howdah 23
howdahs 3
howdy 15279
howe 1992
howell 1559
howells 71
however 95679
howitzer 321
howitzers 365
howl 6789
howled 445
howler 323
howlers 77
howling 6191
howls 1401
howrah 69
hows 1116
howsoever 112
hoyden 18
hoydenish 6
hoydens 3
hoyle 798
hp 1147
hq 7435
hr 4326
hrh 83
hrothgar 807
hrs 500
hs 515
hsbc 82
hst 83
hsu 801
ht 1915
html 103
hts 136
http 1
huang 5440
huarache 12
huaraches 35
hub 5335
hubbard 2136
hubbies 50
hubble 2168
hubbub 619
hubbubs 1
hubby 3918
hubcab 3
hubcap 245
hubcaps 562
huber 615
hubert 4463
hubris 1310
hubs 437
huck 3354
huckleberries 68
huckleberry 1030
huckster 175
huckstered 1
huckstering 7
hucksterism 10
hucksters 63
hud 2865
huddersfield 99
huddle 3690
huddled 1341
huddles 107
huddling 193
hudson 13239
hue 1846
hued 26
huerta 560
hues 454
huey 3001
huff 1894
huffed 158
huffier 1
huffiest 1
huffily 2
huffiness 1
huffing 621
huffman 218
huffs 351
huffy 514
hug 39052
huge 111568
hugely 1605
hugeness 39
huger 87
hugest 247
hugged 3959
hugging 5625
huggins 987
hugh 10947
hughes 10973
hugo 12322
hugs 4295
huguenot 130
huguenots 233
huh 3
hui 3794
huie 2
huitzilopotchli 1
hula 2240
hulas 21
hulk 8145
hulking 286
hulks 414
hull 10109
hullabaloo 506
hullabaloos 3
hulled 19
huller 2
hullers 1
hulling 9
hulls 387
hum 7837
human 280350
humane 3305
humanely 439
humaneness 35
humaner 6
humanest 1
humanism 325
humanist 466
humanistic 215
humanists 119
humanitarian 3548
humanitarianism 83
humanitarians 116
humanities 407
humanity 26354
humanization 14
humanize 282
humanized 60
humanizer 3
humanizers 1
humanizes 48
humanizing 65
humankind 2134
humanly 1549
humanness 79
humanoid 1814
humanoids 595
humans 59855
humayon 1
humberto 156
humble 20262
humbled 1759
humbleness 210
humbler 108
humblers 1
humbles 172
humblest 381
humbling 597
humblings 1
humbly 4306
humboldt 623
humbug 1351
humbugged 36
humbugging 14
humbugs 56
humdinger 308
humdingers 20
humdrum 614
hume 1167
humeral 59
humeri 27
humerus 654
humid 1781
humidification 4
humidified 53
humidifier 289
humidifiers 39
humidifies 3
humidify 4
humidifying 5
humidity 2829
humidly 1
humidor 227
humidors 12
humiliate 6913
humiliated 11909
humiliates 416
humiliating 10138
humiliatingly 19
humiliation 8553
humiliations 370
humility 4833
hummed 240
hummer 1631
hummers 252
humming 9346
hummingbird 1603
hummingbirds 435
hummock 12
hummocks 10
hummocky 9
hummus 1428
humongous 925
humor 23927
humored 106
humoring 667
humorist 131
humorists 43
humorless 295
humorlessly 1
humorlessness 1
humorous 1871
humorously 56
humorousness 1
humors 257
hump 7719
humpback 837
humpbacked 105
humpbacks 377
humped 746
humph 956
humphed 1
humphing 10
humphrey 6428
humphs 34
humping 3068
